name,city,state,address,phone,website,rating,reviews_count,category,subtypes,latitude,longitude,postal_code,source,confirmed,confidence,place_id,photo,reviews_link,booking_link,maps_link,verified
DexaFit Cleveland,Cleveland,OH,"23400 Mercantile Rd, Suite 1, 
Beachwood, OH 44122",1727610533,https://www.cleveland.dexafit.com,,,,,,,,dexafit,,,,,,,,
DexaFit Denver,Denver,CO,"1143 Auraria Pkwy UNIT 204, Denver, CO 80204",0988017604,https://www.colorado.dexafit.com,5.0,40,Diagnostic center,Diagnostic center,39.748334899999996,-105.0047841,80204,dexafit,,,ChIJBZw_Af15bIcROoKZHXvbz40,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGMeZ4YSuDonK1h9rIB5gf7DtT_Po1682ANBHxATGMAcQbf6KRP-4NM0CBxRNkNJa1KLFqQmt9HxFu3ptwmd3kIGbvUPImM2c8lHQJcLbV5mq42TrCUHjeJ8gm9N6awQFrZz3Xkrav5mGKm=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJBZw_Af15bIcROoKZHXvbz40&q=*&authuser=0&hl=en&gl=US,https://www.denver.dexafit.com/appointments,"https://www.google.com/maps/place/DexaFit+Denver/@39.748334899999996,-105.0047841,14z/data=!4m8!1m2!2m1!1sDexaFit+Denver!3m4!1s0x876c79fd013f9c05:0x8dcfdb7b1d99823a!8m2!3d39.748334899999996!4d-105.0047841",True
DexaFit Detroit,Detroit,MI,,1708528781,https://www.detroit.dexafit.com,,,,,,,,dexafit,,,,,,,,
DexaFit Olathe,Olathe,KS,"14008 W. 135th Street Olathe, KS 66062",6005075222,https://www.dexafitkc.com,,,,,,,,dexafit,,,,,,,,
DexaFit Las Vegas,Las Vegas,NV,"6883 W. Charleston Blvd, Suite A, Las Vegas, NV 89117",3141925352,https://www.dexafitlv.com,5,168,Diagnostic center,"Diagnostic center, Medical laboratory",36.1580041,-115.2456675,89117,dexafit,,,ChIJg7Ia5_rAyIARkn97sRvKEFE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxDZspW-4IA4gvS1pXDx-LYI-XZC61mvTUYTi4lG0VRiIf_Bo-EUxXTfzsJKqpL4Sg9oy8ZvL-PVk4Wp1xAQMhv-AKY5pP4AzsIJLL3bnbXho_Auw74jXxIBBCw3-zUnWRnKaoCw=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJg7Ia5_rAyIARkn97sRvKEFE&q=*&authuser=0&hl=en&gl=US,https://dexafitlv.com/appointments,"https://www.google.com/maps/place/DexaFit+Las+Vegas/@36.1580041,-115.2456675,14z/data=!4m8!1m2!2m1!1sDexaFit+Las+Vegas!3m4!1s0x80c8c0fae71ab283:0x5110ca1bb17b7f92!8m2!3d36.1580041!4d-115.2456675",True
DexaFit Paramus,Paramus,NJ,,1711579261,https://www.dexafitnj.com,,,,,,,,dexafit,,,,,,,,
DexaFit Houston,Houston,TX,,1711655624,https://www.dexafitwesthouston.com,,,,,,,,dexafit,,,,,,,,
DexaFit Los Alamitos,Los Alamitos,CA,"5122 Katella Ave, Los Alamitos, CA 90720",1736786892,https://www.losalamitos.dexafit.com,5,148,Diagnostic center,"Diagnostic center, Weight loss service, Wellness center, Wellness program",33.8026008,-118.0433786,90720,dexafit,,,ChIJJ64_P1Uv3YARbW9v52-SemI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_P88mDn3z7t6Lpl_ah7NM0QEK3ixejBjw9dMwd3MCrzq22Ut9JIx6eWBvoJ5POzEqFTD2WNwIZ7PZWHWoJCfVVotfLuhMnV8z_trL8OzM7hus1ySb9YNBZ_jSZlx31xUy-Ykx=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJJ64_P1Uv3YARbW9v52-SemI&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/DexaFit+Los+Alamitos/@33.8026008,-118.0433786,14z/data=!4m8!1m2!2m1!1sDexaFit+Los+Alamitos!3m4!1s0x80dd2f553f3fae27:0x627a926fe76f6f6d!8m2!3d33.8026008!4d-118.0433786",True
DexaFit Phoenix,Phoenix,AZ,"706 E Bell Rd. Suite 123, Phoenix, AZ 85022",1710417313,https://www.phoenix.dexafit.com,,,,,,,,dexafit,,,,,,,,
DexaFit Round Rock,Round Rock,TX,,1719676558,https://www.roundrock.dexafit.com,,,,,,,,dexafit,,,,,,,,
DexaFit Scottsdale,Scottsdale,AZ,,1732970185,https://www.scottsdale.dexafit.com,,,,,,,,dexafit,,,,,,,,
DexaFit Seattle,Seattle,WA,"111 W John St, Seattle, WA 98119",1723976353,https://www.seattle.dexafit.com,4.9,321,Wellness center,"Wellness center, Fitness center, Health consultant, Laboratory, Personal trainer",47.6195732,-122.3584442,98119,dexafit,,,ChIJbYkqWXg3kFQRsQ3Jvqg0i_4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFlxnKQL6gNXVaf1s_6R0lxNyexkfJg7fsiknSVARhXAvnQQMCdOfZL6pF9xRc4j8ab41PFKwW7-2j69mjqyRojqaD4CAhujIKaTyCqxkKFi5lyepZS9yA63TUJ81oH3ijVe5dC=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJbYkqWXg3kFQRsQ3Jvqg0i_4&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/DexaFit+Seattle/@47.6195732,-122.3584442,14z/data=!4m8!1m2!2m1!1sDexaFit+Seattle!3m4!1s0x54903778592a896d:0xfe8b34a8bec90db1!8m2!3d47.6195732!4d-122.3584442",True
DexaFit San Francisco,San Francisco,CA,,2503742903,https://www.sfbayarea.dexafit.com,,,,,,,,dexafit,,,,,,,,
DexaFit Tampa,Tampa,FL,"730 S. Sterling Avenue, Suite 106, Tampa, FL 33609",1748704619,https://www.tampa.dexafit.com,5.0,193,Wellness center,Wellness center,27.9368716,-82.5034036,33609,dexafit,,,ChIJ6XFbYADDwogRMx9cJ1nGfhY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG_xtzsptN_L-hvOu9UrKKwVgTvBvsMNvGoPNC2G7dv81qd5NBTPcHDHF6SriUp-rbABlxgfAuk73SeuM1kbfa0g6deqRWNcxJwVZNP9zJaURN_0eJp0US_krqPlu4N-anbvl7LcLTSzI30=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ6XFbYADDwogRMx9cJ1nGfhY&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/DexaFit+Tampa/@27.9368716,-82.5034036,14z/data=!4m8!1m2!2m1!1sDexaFit+Tampa!3m4!1s0x88c2c300605b71e9:0x167ec659275c1f33!8m2!3d27.9368716!4d-82.5034036",True
DexaFit The Woodlands,The Woodlands,TX,"7630 Dowdell Rd suite 802, Spring, TX 77389",0315043591,https://www.woodlands.dexafit.com,,,,,,,,dexafit,,,,,,,,
DexaFit Westport,Westport,CT,,1708671633,https://www.longevitywestport.com,,,,,,,,dexafit,,,,,,,,
DexaFit Long Island,Long Island,NY,"2570 Merrick Road, Bellmore, NY 11710",1699986271,https://dexafit.com/locations/new-york/long-island,,,,,,,,dexafit,,,,,,,,
Live Lean Rx Atlanta,Atlanta,GA,"4611 Bee Cave Road, Suite 307, West Lake Hills, TX 78746",7026199712,https://liveleanrx.com/locations/atlanta-georgia,5.0,39,Medical clinic,"Health consultant, Medical clinic",33.920398,-84.387614,30328,liveleanrx,,,ChIJm11DcI4O9YgR6TTM_NuuLok,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGM_QXW2NF91uJuh3dRoFYMMM_d3hiUfoMVScVTNbWpT2NYI93P3L7GS1hxKNlG4zREm19Ni_PTtVjsqr3sX72KWA3ncyb93FCpePpfFRG6TzPhw1CDtDtt3K6RRmvvpfL3I1p_g=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJm11DcI4O9YgR6TTM_NuuLok&q=*&authuser=0&hl=en&gl=US,https://www.mindbodyonline.com/explore/locations/live-lean-rx-atlanta?rwg_token=AFd1xnEy4X9DmPzCx73nKhQm99bE3QjYUTSLVNbWL8DdV-WKcg59_W1hzjGbsdajMVbAGFqHaZEgFc72BshD00FmiYNqHLTOTLI-wTUCtvQrs3xc07sA3d4=,"https://www.google.com/maps/place/Live+Lean+Rx+-+Atlanta/@33.920398,-84.387614,14z/data=!4m8!1m2!2m1!1sLive+Lean+Rx+-+Atlanta!3m4!1s0x88f50e8e70435d9b:0x892eaedbfccc34e9!8m2!3d33.920398!4d-84.387614",True
DexaBody Salt Lake City,Salt Lake City,UT,"5263 Commerce Drive, Suite 201",,https://dexabody.com/,,,,,,,,dexabody,,,,,,,,
DexaBody San Diego,San Diego,CA,"5465 Morehouse Drive, Suite 170",,https://dexabody.com/,,,,,,,,dexabody,,,,,,,,
DexaBody Scottsdale,Scottsdale,AZ,"11111 N. Scottsdale Rd, Suite 205",,https://dexabody.com/,,,,,,,,dexabody,,,,,,,,
DexaBody Atlanta,Atlanta,GA,"3355 Lenox Road, Suite 750",,https://dexabody.com/,,,,,,,,dexabody,,,,,,,,
NYC Performance Lab,New York,NY,"11 W 36th St. 3rd Floor, New York, NY 10018",6468461142,https://www.nycperformancelab.com/,5.0,239,Fitness center,"Fitness center, Physical therapy clinic",40.7502516,-73.9843846,10018,outscraper,,,ChIJJ2pqraRZwokRZb6YGHSgam4,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFBS3O-DkKNCL-0d8lpL_2fnAILqAN0OMRLQA-agfB-bzD2J0FOCrNF9fcLW4WoalP42MH5Pp9G8_2W9wbbhjtzqOJh3RZ_RH9QOu8ruJgdP0bD5f3oV5QetNWh3rAyNFZBvU4rbQ=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJJ2pqraRZwokRZb6YGHSgam4&q=*&authuser=0&hl=en&gl=US,https://www.nycperformancelab.com/make-an-appointment,"https://www.google.com/maps/place/NYC+Performance+Lab/@40.7502516,-73.9843846,14z/data=!4m8!1m2!2m1!1sNYC+Performance+Lab!3m4!1s0x89c259a4ad6a6a27:0x6e6aa0741898be65!8m2!3d40.7502516!4d-73.9843846",True
Different Health,New York,NY,"Enter via ""Club 300"" Signage, 101 Leonard St Corner of Leonard St and, Benson Pl, New York, NY 10013",9175246925,http://www.differenthealth.com/,5.0,26,Sports medicine clinic,"Physical fitness program, Medical clinic, Sports medicine clinic",40.716490199999996,-74.0033558,10013,outscraper,,,ChIJ8QFxLCcJ3iQRHJ7x4HbIxOQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR1-55V3WA49CEEotVxppP9zahoxpiwsb2DDOQXASuuQB5ZzJd8eLWwUW9DXrC5-_e0Za6jTUTR2xeRMJSJkOKb_t_NMYyQkvcofrAKmQbMoKGhGaBHQDy985t_cYCunPqq26-=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJ8QFxLCcJ3iQRHJ7x4HbIxOQ&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Different+Health/@40.716490199999996,-74.0033558,14z/data=!4m8!1m2!2m1!1sDifferent+Health!3m4!1s0x24de09272c7101f1:0xe4c4c876e0f19e1c!8m2!3d40.716490199999996!4d-74.0033558",True
DexaFit New York City,New York,NY,"352 7th Ave #209, New York, NY 10001",5164961717,https://www.dexafit.com/locations/new-york/manhattan,4.9,50,Health consultant,Health consultant,40.7483,-73.99294809999999,10001,outscraper,,,ChIJBwpinlHWVQYRXyaDMHTUW68,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGiR99UhPOTL7g7_GPCF_lmLg57EKV9tYIgCxO4HAYRmjKquTsenLaLz_SF9O1XTkYMDwa4gVMguCX5iz_o5uv4yHJ2nAMuh-_nbhRbGZe2ZLy2MXffsL18yMhVICQEqD8pIJQrSEjrdPgH=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJBwpinlHWVQYRXyaDMHTUW68&q=*&authuser=0&hl=en&gl=US,https://www.mindbodyonline.com/explore/locations/dexafit-new-york-new-york-ny?rwg_token=AFd1xnH2t-zeYT0wnHzYhiTuZtZgZU5Hx7X9GG1z_waJqsWSD4IuG2gIL7nKcxMtTwnypPpKvJU6Dl6xul_JQGnHMpFFyqSPnJhenQuWl-paiQ7H2r4j85Q=,"https://www.google.com/maps/place/DexaFit+New+York+City/@40.7483,-73.99294809999999,14z/data=!4m8!1m2!2m1!1sDexaFit+New+York+City!3m4!1s0x655d6519e620a07:0xaf5bd4743083265f!8m2!3d40.7483!4d-73.99294809999999",True
Apex Human Performance,New York,NY,"226 E 54th St #600, New York, NY 10022",2122330633,https://apex-hp.com/,4.9,67,Gym,"Gym, Fitness center, Nutritionist, Personal trainer, Physical fitness program, Weight loss service, Weightlifting area, Wellness center, Wellness program, Women's personal trainer",40.757633,-73.96786,10022,outscraper,,,ChIJpQ3HWzRZwokRzVlZCeqCgvE,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsnAJpAXmyNCSPQ-xbCMtvh2SAuGLOtWDwFq2zm9UyEa2fFBerSqM3gbsEvPzgeTNNV97I5fBDnb2EVg_I8oSi3g5FdLYgpLArxwaJrki2S7PPK7BHbmE0nEjmDEhq4SjV9tefqxFjA-HK=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJpQ3HWzRZwokRzVlZCeqCgvE&q=*&authuser=0&hl=en&gl=US,https://apex-hp.com/metabolic-testing/,"https://www.google.com/maps/place/Apex+Human+Performance/@40.757633,-73.96786,14z/data=!4m8!1m2!2m1!1sApex+Human+Performance!3m4!1s0x89c259345bc70da5:0xf18282ea095959cd!8m2!3d40.757633!4d-73.96786",True
Los Angeles,Los Angeles,CA,California,,http://www.lacity.org/,,,,,34.0549076,-118.242643,,outscraper,,,ChIJE9on3F3HwoAR9AhGJW_fL-I,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLx61oJtuC91s700RGOKkhUy9VlcJ6TLJypU6B-0NT-ufn1YmNFCTbzXgtt8LvXX-mbWg0-fqYDGtQrq3InBoTTzHXrcGLQR7c1o2NW175DX6Y7vWmFS0o5GN7adl93hyqMpfl=w800-h500-k-no,,,"https://www.google.com/maps/place/Los+Angeles/@34.0549076,-118.242643,14z/data=!4m8!1m2!2m1!1sLos+Angeles!3m4!1s0x80c2c75ddc27da13:0xe22fdf6f254608f4!8m2!3d34.0549076!4d-118.242643",
BZ Longevity,Chicago,IL,"1747 N Elston Ave, Chicago, IL 60642",8723093102,https://www.bzlongevity.com/,4.9,31,Health consultant,Health consultant,41.914207,-87.6645814,60642,outscraper,,,ChIJq4j8lD_TD4gRnL5D5srPsXY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7Ntcvbt5ZkAwQhaLlQ7d5UixuUtZdiSW4BJ2ePCD-YbXhbcpPEL3vGypdJurcgPFYYKHT2uVS0dVd0G9QE_62vuwm8JNdR_hp4eanjjS9K4UsOYdcDJ0TLb_Jrm4XQkxfWdKR=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJq4j8lD_TD4gRnL5D5srPsXY&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/BZ+Longevity/@41.914207,-87.6645814,14z/data=!4m8!1m2!2m1!1sBZ+Longevity!3m4!1s0x880fd33f94fc88ab:0x76b1cfcae643be9c!8m2!3d41.914207!4d-87.6645814",True
Maximum Healthspan @ Practice Chicago,Chicago,IL,"2128 N Halsted St, Chicago, IL 60614",8477692262,https://www.maxhealthchicago.com/,5.0,2,Health consultant,Health consultant,41.9208541,-87.64890779999999,60614,outscraper,,,ChIJdS7q5PHTD4gRyHNJlNbCrUY,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEnXffKIMbZtHp2GJ9nVGXhccuMn2MQsdI4Cc79Pbyu-IZL6jmPgNwazIfqvtPXbdRKTLxswlbEGrxVHmo1jiiHzvEb-eLii5Qxur_wt-qp1Xotf74A2K7vmj6erKCgn5Auckp-d16NFKn-=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJdS7q5PHTD4gRyHNJlNbCrUY&q=*&authuser=0&hl=en&gl=US,https://calendly.com/maxhealthspancoach,"https://www.google.com/maps/place/Maximum+Healthspan+%40+Practice+Chicago/@41.9208541,-87.64890779999999,14z/data=!4m8!1m2!2m1!1sMaximum+Healthspan+%40+Practice+Chicago!3m4!1s0x880fd3f1e4ea2e75:0x46adc2d6944973c8!8m2!3d41.9208541!4d-87.64890779999999",True
Live Lean Rx Chicago,Chicago,IL,"1519 W Foster Ave, Chicago, IL 60640",3126509856,http://liveleanrx.com/,4.8,32,Physical fitness program,Physical fitness program,41.976000299999995,-87.6691882,60640,outscraper,,,ChIJy9MDGIjRD4gROxzbT2QzpNI,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6DNjMY4BnFfrrcp-2jcxMTHrd2OtBzrYwDYagKnQ9SiYh6ICoaOlmu2ZqUPAk_T8B9WbFBV40vW2jCVF6XHoShM4wXcGuX_xSmzkpNcmuKzuKGiIUVqluVB_rn_dnn0xqdc6n=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJy9MDGIjRD4gROxzbT2QzpNI&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Live+Lean+Rx+Chicago/@41.976000299999995,-87.6691882,14z/data=!4m8!1m2!2m1!1sLive+Lean+Rx+Chicago!3m4!1s0x880fd1881803d3cb:0xd2a433644fdb1c3b!8m2!3d41.976000299999995!4d-87.6691882",True
Houston,Houston,TX,Texas,,http://www.houstontx.gov/,,,,,29.7600771,-95.37011079999999,,outscraper,,,ChIJAYWNSLS4QIYROwVl894CDco,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcCF3tp-ys8DXqgDrsXky4Q7tbSMO5dtnPhVRx-VrIA0eUWGKuR4w_JQq3JM3sN5G4iW3nUEgDVDAkQ0rFnyhLrVIlON3lR43VcB1zEQQflzlGXMTlRflHXCl2diM-2dAl8sDdYg=w800-h500-k-no,,,"https://www.google.com/maps/place/Houston/@29.7600771,-95.37011079999999,14z/data=!4m8!1m2!2m1!1sHouston!3m4!1s0x8640b8b4488d8501:0xca0d02def365053b!8m2!3d29.7600771!4d-95.37011079999999",
FitnessWave Arizona (Office and Mobile Human Performance Lab),Phoenix,AZ,"1950 W Rose Garden Ln, Phoenix, AZ 85027",4809649283,http://www.fitnesswaveaz.com/,5,1,Wellness program,"Wellness program, Nutritionist, Personal trainer",33.6770166,-112.10175679999999,85027,outscraper,,,ChIJ-3-KOqZdK4cRAxmxcnJHIEE,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=R-2clrnFraMwC9r-5qPVnw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=0.81958807&pitch=0&thumbfov=100,https://search.google.com/local/reviews?placeid=ChIJ-3-KOqZdK4cRAxmxcnJHIEE&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/FitnessWave+Arizona+%28Office+and+Mobile+Human+Performance+Lab%29/@33.6770166,-112.10175679999999,14z/data=!4m8!1m2!2m1!1sFitnessWave+Arizona+%28Office+and+Mobile+Human+Performance+Lab%29!3m4!1s0x872b5da63a8a7ffb:0x4120477272b11903!8m2!3d33.6770166!4d-112.10175679999999",False
Human Powered Health - Scottsdale,Scottsdale,AZ,"9376 E Bahia Dr Suite 101D, Scottsdale, AZ 85260",6028985775,https://humanpoweredhealth.com/,5,63,Physical fitness program,Physical fitness program,33.637374099999995,-111.88049489999999,85260,outscraper,,,ChIJU-btc8J1K4cRgrTKP78kEzQ,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGR6OYh1fQbp9AwyEF7IsyzFAc1i6nsgqW3lJ1vtF03tau58rQG_0m1c-IVkjyBO__UNGxiYOsBN6FovLO4uM0AA0lnq28zYjDnjNR_qpf6GE_IrNewYMF5xYzphyklPgB7274=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJU-btc8J1K4cRgrTKP78kEzQ&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Human+Powered+Health+-+Scottsdale/@33.637374099999995,-111.88049489999999,14z/data=!4m8!1m2!2m1!1sHuman+Powered+Health+-+Scottsdale!3m4!1s0x872b75c273ede653:0x341324bf3fcab482!8m2!3d33.637374099999995!4d-111.88049489999999",True
BioFit Philly,Glenside,PA,"1100 E Mermaid Ln, Glenside, PA 19038",2672210605,http://www.biofitphilly.com/,4.9,26,Physical fitness program,"Physical fitness program, Personal trainer",40.0816018,-75.1825842,19038,outscraper,,,ChIJq6p69525xokRhpFvv07WAIc,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHpLeXJo9MC3vcKjiOvcAB1BpWxwrd5cujN92DwhGRnL53zXdiEK5-jsYXR_yGPxDiLas9VUjUya4cQYTsIrkhaVTnNNCNmM6BvK9FlVfi-4TU3GM8y2wb3EDkIkycmtjHOeXF__A=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJq6p69525xokRhpFvv07WAIc&q=*&authuser=0&hl=en&gl=US,https://app.acuityscheduling.com/schedule.php?owner=33743764&appointmentType=73933360,"https://www.google.com/maps/place/BioFit+Philly/@40.0816018,-75.1825842,14z/data=!4m8!1m2!2m1!1sBioFit+Philly!3m4!1s0x89c6b99df77aaaab:0x8700d64ebf6f9186!8m2!3d40.0816018!4d-75.1825842",True
Peak Fitness San Antonio,San Antonio,TX,"818 Knights Cross Dr #5107, San Antonio, TX 78258",2103870381,http://peakfitnessnow.com/,,,Physical fitness program,Physical fitness program,29.630916799999998,-98.49395609999999,78258,outscraper,,,ChIJ-WKwSHL1XIYRAndrOn-fdzw,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ygWwi5QpfGxrGdveKb_DmQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=195.80562&pitch=0&thumbfov=100,,,"https://www.google.com/maps/place/Peak+Fitness+San+Antonio/@29.630916799999998,-98.49395609999999,14z/data=!4m8!1m2!2m1!1sPeak+Fitness+San+Antonio!3m4!1s0x865cf57248b062f9:0x3c779f7f3a6b7702!8m2!3d29.630916799999998!4d-98.49395609999999",True
JKFITNESS,San Antonio,TX,"17006 San Pedro Ave, San Antonio, TX 78232",2108882092,http://www.jk-fit.com/,4.8,29.0,Personal trainer,"Personal trainer, Fitness center, Gym, Nutritionist, Physical fitness program, Weight loss service, Yoga instructor, Yoga studio",29.5969846,-98.4712357,78232,outscraper,,,ChIJm0Va311hXIYRqOr8sjwgPsA,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1YhQ5bQjNZLVnlcU8LUhP7sRFxfBJuOIFUDJQ22mtafitwaxaNjxVNky1TtwhURmUBjFS4m14ucO_DDpWfrbg0RsuYBAALR9sBq2RZRl-YrDOnTfGaawztK4cU5r_c18-nTOJ=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJm0Va311hXIYRqOr8sjwgPsA&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/JKFITNESS/@29.5969846,-98.4712357,14z/data=!4m8!1m2!2m1!1sJKFITNESS!3m4!1s0x865c615ddf5a459b:0xc03e203cb2fceaa8!8m2!3d29.5969846!4d-98.4712357",True
Army Wellness Center,Fort Sam Houston,TX,"2490 Stanley Rd, Fort Sam Houston, TX 78234",2105391254,,4.7,41.0,Wellness center,Wellness center,29.4498702,-98.45476269999999,78234,outscraper,,,ChIJlfMbEsD1XIYRF8KdVv7x-So,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrsyjLgDlHcm9PL6XsQMtb1ekWj5OSERY54UPQDqvWQ25o0ZpKhTuICJsyOnMEmoQ1D7oA1yERuO8zJMAjMij9c_32_1KBJ1NkmaBEhlAW6Of__Y07ahX6qxxFGEpQaNVAju_COQ=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJlfMbEsD1XIYRF8KdVv7x-So&q=*&authuser=0&hl=en&gl=US,,"https://www.google.com/maps/place/Army+Wellness+Center/@29.4498702,-98.45476269999999,14z/data=!4m8!1m2!2m1!1sArmy+Wellness+Center!3m4!1s0x865cf5c0121bf395:0x2af9f1fe569dc217!8m2!3d29.4498702!4d-98.45476269999999",True
Xtend Fitness Personal Training,San Antonio,TX,"16215 University Oak, San Antonio, TX 78249",2102552289,https://xtendfitness.com/,5.0,64.0,Personal trainer,Personal trainer,29.5912631,-98.5786262,78249,outscraper,,,ChIJvxqdcklnXIYRZ-7wjC9RTDg,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE34ts7UQiMpaWidRYAcswk0rzhoF0I-yzlDZ8IyBWF2_AovZyR29Ms4Ijb_pFfHKHvKHxsOCERS6NNVUgHxNCF6q2C8PiZFMNiRYAwH_EHPoSiSM5tEFAkSfFD0CiSJgqrUhjui6oqR4C6=w800-h500-k-no,https://search.google.com/local/reviews?placeid=ChIJvxqdcklnXIYRZ-7wjC9RTDg&q=*&authuser=0&hl=en&gl=US,https://calendar.app.google/2Xd6h3Zdn9idANrC9,"https://www.google.com/maps/place/Xtend+Fitness+Personal+Training/@29.5912631,-98.5786262,14z/data=!4m8!1m2!2m1!1sXtend+Fitness+Personal+Training!3m4!1s0x865c6749729d1abf:0x384c512f8cf0ee67!8m2!3d29.5912631!4d-98.5786262",True
